Delivery_ID,Dispatch_Date,Delivery_Date,Route_ID,Customer_ID,Gross_Weight,Status
972,2024-04-10,2024-04-15,14,21,340,On-Time
971,2024-04-10,2024-04-15,14,28,280,On-Time
4738,2024-04-10,2024-04-15,25,24,1297,On-Time
2217,2024-04-10,2024-04-16,3,11,1770.76,Delayed
95,2024-04-10,2024-04-17,4,4,2507.95,Delayed
968,2024-04-10,2024-04-20,18,5,630,On-Time
1685,2024-04-11,2024-04-15,1,10,10879,On-Time
3783,2024-04-11,2024-04-15,1,12,2252.65,On-Time
2724,2024-04-11,2024-04-15,1,13,960,On-Time
2723,2024-04-11,2024-04-15,1,16,480,On-Time
743,2024-04-11,2024-04-15,3,7,1710,On-Time
4745,2024-04-11,2024-04-15,3,8,1345,On-Time
744,2024-04-11,2024-04-15,3,8,1360,On-Time
3782,2024-04-11,2024-04-15,3,12,350.95,On-Time
742,2024-04-11,2024-04-15,3,26,1100,On-Time
3781,2024-04-11,2024-04-15,5,23,24000,On-Time
745,2024-04-11,2024-04-16,25,4,1000,On-Time
3780,2024-04-11,2024-04-17,5,9,24000,Delayed
1984,2024-04-11,2024-04-19,5,2,60,Delayed
2219,2024-04-12,,13,18,3166,Failed
3785,2024-04-12,2024-04-13,6,10,118.67,On-Time
3786,2024-04-12,2024-04-15,2,1,2796.04,On-Time
3787,2024-04-12,2024-04-15,2,5,15240,On-Time
746,2024-04-12,2024-04-15,2,27,1040,On-Time
3788,2024-04-12,2024-04-15,2,28,3130.36,On-Time
973,2024-04-12,2024-04-15,3,8,640,On-Time
974,2024-04-12,2024-04-15,3,23,2200,On-Time
3784,2024-04-12,2024-04-15,3,27,24000,On-Time
975,2024-04-12,2024-04-15,3,29,3800,On-Time
4748,2024-04-12,2024-04-15,5,13,388,On-Time
4746,2024-04-12,2024-04-15,5,14,595,On-Time
4749,2024-04-12,2024-04-15,5,19,524,On-Time
4751,2024-04-12,2024-04-15,5,20,889,On-Time
4747,2024-04-12,2024-04-16,1,8,4080,On-Time
2726,2024-04-12,2024-04-16,1,9,600,On-Time
2727,2024-04-12,2024-04-16,1,14,2041.4,On-Time
2725,2024-04-12,2024-04-16,1,21,900,On-Time
644,2024-04-12,2024-04-16,5,3,265,On-Time
3789,2024-04-12,2024-04-18,2,6,14219.46,Delayed
4750,2024-04-12,2024-04-18,5,11,778,Delayed
4387,2024-04-15,2024-04-17,2,14,24000,On-Time
4754,2024-04-15,2024-04-18,3,7,3644.55,On-Time
4755,2024-04-15,2024-04-18,5,11,436,On-Time
4756,2024-04-15,2024-04-18,5,11,548,On-Time
4752,2024-04-15,2024-04-18,5,12,144,On-Time
4753,2024-04-15,2024-04-18,5,20,164,On-Time
3790,2024-04-15,2024-04-20,3,15,415,Delayed
977,2024-04-15,2024-04-21,14,2,270,On-Time
1740,2024-04-15,2024-04-21,14,19,690,On-Time
976,2024-04-15,2024-04-21,17,11,3480,On-Time
3791,2024-04-16,2024-04-17,6,21,2959.54,On-Time
3792,2024-04-16,2024-04-21,3,28,4217,On-Time
2220,2024-04-17,,3,7,8500,Failed
1741,2024-04-17,2024-04-20,3,8,3050,On-Time
978,2024-04-17,2024-04-20,3,22,2320,On-Time
4759,2024-04-17,2024-04-20,5,6,623,On-Time
4758,2024-04-17,2024-04-20,5,6,730,On-Time
4763,2024-04-17,2024-04-20,5,9,611,On-Time
4757,2024-04-17,2024-04-20,5,19,1368,On-Time
4761,2024-04-17,2024-04-20,5,30,836,On-Time
2729,2024-04-17,2024-04-22,1,3,600,On-Time
2730,2024-04-17,2024-04-22,1,7,904,On-Time
2728,2024-04-17,2024-04-22,1,20,2815,On-Time
980,2024-04-17,2024-04-22,14,22,300,On-Time
1743,2024-04-17,2024-04-22,14,23,174,On-Time
4760,2024-04-17,2024-04-22,17,5,24000,On-Time
979,2024-04-17,2024-04-22,17,12,630,On-Time
96,2024-04-17,2024-04-23,1,15,10358,On-Time
2221,2024-04-17,2024-04-24,2,27,693,Delayed
4762,2024-04-17,2024-04-24,5,23,1248,Delayed
1742,2024-04-17,2024-04-25,14,28,345,Delayed
2222,2024-04-18,,3,11,1422,Failed
3794,2024-04-18,2024-04-20,2,11,481.04,On-Time
3793,2024-04-18,2024-04-20,2,11,2052,On-Time
753,2024-04-18,2024-04-20,2,22,1960,On-Time
981,2024-04-18,2024-04-20,2,22,3365,On-Time
747,2024-04-18,2024-04-20,2,26,660,On-Time
2732,2024-04-18,2024-04-22,1,1,150,On-Time
2731,2024-04-18,2024-04-22,1,17,300,On-Time
98,2024-04-18,2024-04-22,1,17,4917.132,On-Time
99,2024-04-18,2024-04-22,1,17,5615.568,On-Time
750,2024-04-18,2024-04-22,2,28,1370,On-Time
749,2024-04-18,2024-04-22,3,1,1720,On-Time
752,2024-04-18,2024-04-22,3,1,4830,On-Time
751,2024-04-18,2024-04-22,3,2,2260,On-Time
2223,2024-04-18,2024-04-22,3,9,2900,On-Time
2224,2024-04-18,2024-04-22,3,10,3037,On-Time
2225,2024-04-18,2024-04-22,3,21,2061,On-Time
4764,2024-04-18,2024-04-22,3,29,1890,On-Time
4765,2024-04-18,2024-04-22,5,4,684,On-Time
97,2024-04-18,2024-04-22,5,17,453,On-Time
1985,2024-04-18,2024-04-22,10,7,90,On-Time
527,2024-04-18,2024-04-22,14,25,113,On-Time
748,2024-04-18,2024-04-23,3,5,1370,On-Time
1986,2024-04-18,2024-04-25,22,12,160,On-Time
1744,2024-04-18,2024-04-26,3,2,2130,Delayed
4766,2024-04-19,2024-04-22,3,15,2000,On-Time
2736,2024-04-19,2024-04-23,1,14,600,On-Time
2735,2024-04-19,2024-04-23,1,19,3368,On-Time
2733,2024-04-19,2024-04-23,1,21,100,On-Time
4767,2024-04-19,2024-04-23,5,14,1000,On-Time
3795,2024-04-19,2024-04-24,25,1,17.63,On-Time
3796,2024-04-19,2024-04-24,25,29,366.73,On-Time
2734,2024-04-19,2024-04-26,1,6,434,Delayed
2226,2024-04-22,,2,10,1824,Failed
362,2024-04-22,2024-04-24,2,13,7592,On-Time
100,2024-04-22,2024-04-24,2,24,22462.272,On-Time
361,2024-04-22,2024-04-24,2,29,7592,On-Time
4770,2024-04-22,2024-04-25,3,4,2413,On-Time
101,2024-04-22,2024-04-25,3,5,8000,On-Time
4769,2024-04-22,2024-04-25,3,10,1783,On-Time
983,2024-04-22,2024-04-25,3,22,1500,On-Time
982,2024-04-22,2024-04-25,3,25,120,On-Time
645,2024-04-22,2024-04-25,5,8,400,On-Time
4768,2024-04-22,2024-04-25,5,10,677,On-Time
984,2024-04-22,2024-04-25,5,13,650,On-Time
3797,2024-04-22,2024-04-25,10,24,5,On-Time
2738,2024-04-22,2024-04-28,1,6,2100,On-Time
986,2024-04-22,2024-04-28,5,11,2580,Delayed
1747,2024-04-22,2024-04-28,14,2,2900,On-Time
528,2024-04-22,2024-04-28,14,11,132,On-Time
1746,2024-04-22,2024-04-28,17,2,2780,On-Time
1745,2024-04-22,2024-04-28,17,11,1940,On-Time
985,2024-04-22,2024-04-28,17,30,2320,On-Time
2737,2024-04-22,2024-04-29,1,26,600,Delayed
2739,2024-04-22,2024-05-02,1,28,2700,Delayed
3799,2024-04-23,2024-04-25,2,8,24000,On-Time
4771,2024-04-23,2024-04-25,2,11,24000,On-Time
3798,2024-04-23,2024-04-25,2,17,8415.65,On-Time
4779,2024-04-23,2024-04-25,2,24,2078,On-Time
4773,2024-04-23,2024-04-25,2,26,1369,On-Time
989,2024-04-23,2024-04-27,14,16,410,On-Time
988,2024-04-23,2024-04-27,14,21,300,On-Time
1749,2024-04-23,2024-04-27,14,23,115,On-Time
987,2024-04-23,2024-04-27,17,23,6000,On-Time
4772,2024-04-23,2024-04-28,3,2,1624,On-Time
1748,2024-04-23,2024-04-28,3,14,3135,On-Time
1987,2024-04-23,2024-04-28,5,8,690,On-Time
4780,2024-04-23,2024-04-29,25,5,447,On-Time
4774,2024-04-23,2024-04-29,25,15,89,On-Time
4777,2024-04-23,2024-04-29,25,21,556,On-Time
4778,2024-04-23,2024-04-29,25,26,884,On-Time
4776,2024-04-23,2024-04-29,25,27,540,On-Time
4781,2024-04-23,2024-04-29,25,28,852,On-Time
4775,2024-04-23,2024-04-29,25,29,144,On-Time
2227,2024-04-24,,3,9,4348,Failed
2228,2024-04-24,,3,12,11000,Failed
2229,2024-04-24,,5,19,1709,Failed
2230,2024-04-24,2024-04-27,3,6,3376,On-Time
754,2024-04-24,2024-04-27,3,18,990,On-Time
2231,2024-04-24,2024-04-28,5,11,2751,On-Time
2740,2024-04-24,2024-04-29,1,3,1032,On-Time
2741,2024-04-24,2024-04-29,1,22,1450,On-Time
529,2024-04-24,2024-04-29,14,22,689,On-Time
755,2024-04-26,2024-04-29,2,7,3140,On-Time
4782,2024-04-26,2024-04-29,2,19,24000,On-Time
1750,2024-04-26,2024-04-29,3,4,4170,On-Time
990,2024-04-26,2024-04-29,3,11,5900,On-Time
1751,2024-04-26,2024-04-29,3,12,3050,On-Time
3800,2024-04-26,2024-04-29,3,13,17743.95,On-Time
1752,2024-04-26,2024-04-29,3,24,5700,On-Time
4784,2024-04-26,2024-04-29,5,4,303,On-Time
4783,2024-04-26,2024-04-29,5,16,303,On-Time
2742,2024-04-26,2024-04-30,1,17,1500,On-Time
2743,2024-04-26,2024-04-30,1,27,1935,On-Time
2744,2024-04-26,2024-04-30,1,30,2556,On-Time
757,2024-04-26,2024-05-01,25,26,450,On-Time
3801,2024-04-29,2024-05-01,2,6,2500,On-Time
4785,2024-04-29,2024-05-02,5,7,970,On-Time
4786,2024-04-29,2024-05-02,5,23,448,On-Time
2745,2024-04-29,2024-05-05,1,4,189,On-Time
2747,2024-04-29,2024-05-05,1,20,1260,On-Time
3802,2024-04-29,2024-05-05,3,3,24000,Delayed
2746,2024-04-29,2024-05-06,1,13,750,Delayed
1753,2024-04-30,2024-05-02,2,21,3844.8,On-Time
1755,2024-04-30,2024-05-04,14,15,240,On-Time
1754,2024-04-30,2024-05-04,14,16,60,On-Time
4788,2024-04-30,2024-05-05,3,16,2558,On-Time
646,2024-04-30,2024-05-05,3,20,2200,On-Time
4787,2024-04-30,2024-05-05,3,30,1873,On-Time
4791,2024-04-30,2024-05-05,5,4,651,On-Time
4792,2024-04-30,2024-05-05,5,10,1100.64,On-Time
4793,2024-04-30,2024-05-05,5,11,1469,On-Time
4789,2024-04-30,2024-05-05,5,14,156,On-Time
4790,2024-04-30,2024-05-05,5,14,908,On-Time
2232,2024-04-30,2024-05-06,25,9,1235,On-Time
758,2024-04-30,2024-05-07,12,22,1560,Delayed
3805,2024-05-02,2024-05-04,2,8,6095.04,On-Time
4795,2024-05-02,2024-05-04,2,13,1398,On-Time
4794,2024-05-02,2024-05-04,2,17,918,On-Time
3803,2024-05-02,2024-05-04,2,22,579.89,On-Time
4796,2024-05-02,2024-05-04,2,30,3689,On-Time
2748,2024-05-02,2024-05-05,6,25,5,On-Time
2749,2024-05-02,2024-05-06,1,6,330,On-Time
2750,2024-05-02,2024-05-06,1,15,1050,On-Time
4802,2024-05-02,2024-05-06,5,15,303,On-Time
4801,2024-05-02,2024-05-06,5,24,677,On-Time
992,2024-05-02,2024-05-06,14,2,1540,On-Time
991,2024-05-02,2024-05-06,17,26,2900,On-Time
4797,2024-05-02,2024-05-07,25,2,120,On-Time
4800,2024-05-02,2024-05-07,25,4,120,On-Time
4798,2024-05-02,2024-05-07,25,12,252,On-Time
759,2024-05-02,2024-05-07,25,15,940,On-Time
4799,2024-05-02,2024-05-07,25,19,254,On-Time
760,2024-05-02,2024-05-07,25,22,1260,On-Time
3804,2024-05-02,2024-05-08,2,5,2362.67,Delayed
530,2024-05-02,2024-05-09,22,19,3302,On-Time
531,2024-05-03,2024-05-06,3,2,912,On-Time
993,2024-05-03,2024-05-06,23,24,2650,On-Time
2752,2024-05-03,2024-05-07,1,26,565,On-Time
532,2024-05-03,2024-05-07,14,16,49,On-Time
533,2024-05-03,2024-05-07,14,29,444,On-Time
2233,2024-05-03,2024-05-10,3,9,2677,Delayed
102,2024-05-03,2024-05-10,4,15,3072,Delayed
2751,2024-05-03,2024-05-11,1,12,300,Delayed
2753,2024-05-03,2024-05-11,1,27,1149,Delayed
3806,2024-05-03,2024-05-11,14,13,41.14,Delayed
4803,2024-05-06,2024-05-09,3,11,2100,On-Time
4804,2024-05-06,2024-05-09,3,14,3584,On-Time
3807,2024-05-06,2024-05-09,3,27,196,On-Time
4805,2024-05-06,2024-05-09,5,12,341,On-Time
4806,2024-05-06,2024-05-11,5,15,144,Delayed
2754,2024-05-06,2024-05-12,1,11,1200,On-Time
2755,2024-05-06,2024-05-12,1,24,300,On-Time
2756,2024-05-06,2024-05-12,1,30,450,On-Time
103,2024-05-06,2024-05-12,4,20,4871.97,On-Time
994,2024-05-06,2024-05-12,14,15,290,On-Time
2234,2024-05-07,,2,2,883,Failed
2759,2024-05-07,2024-05-11,1,3,2924.06,On-Time
2758,2024-05-07,2024-05-11,1,3,3140.02,On-Time
2757,2024-05-07,2024-05-11,1,24,2386.01,On-Time
995,2024-05-07,2024-05-12,2,7,24000,Delayed
996,2024-05-07,2024-05-12,3,3,2900,On-Time
4810,2024-05-07,2024-05-12,3,12,2412,On-Time
1756,2024-05-07,2024-05-12,3,20,3200,On-Time
997,2024-05-07,2024-05-12,3,27,2840,On-Time
4811,2024-05-07,2024-05-12,5,8,1022,On-Time
4808,2024-05-07,2024-05-12,5,15,1253,On-Time
4807,2024-05-07,2024-05-12,5,18,871,On-Time
4812,2024-05-07,2024-05-12,5,24,613,On-Time
104,2024-05-07,2024-05-13,1,23,18432,On-Time
4809,2024-05-07,2024-05-14,5,18,306,Delayed
3808,2024-05-08,2024-05-09,6,8,1500,On-Time
2236,2024-05-08,2024-05-11,3,8,3950,On-Time
2235,2024-05-08,2024-05-11,3,22,2500,On-Time
4814,2024-05-08,2024-05-11,3,24,3456.5,On-Time
998,2024-05-08,2024-05-11,3,24,5250,On-Time
2237,2024-05-08,2024-05-11,3,29,1257.1,On-Time
4815,2024-05-08,2024-05-11,5,13,804,On-Time
4813,2024-05-08,2024-05-11,5,29,620,On-Time
105,2024-05-08,2024-05-13,1,2,3696.094,On-Time
106,2024-05-08,2024-05-13,1,5,3898.265,On-Time
1757,2024-05-08,2024-05-13,1,7,3888,On-Time
1001,2024-05-08,2024-05-13,14,11,250,On-Time
1000,2024-05-08,2024-05-13,17,23,2680,On-Time
999,2024-05-08,2024-05-17,17,26,1125,Delayed
1002,2024-05-09,2024-05-11,2,4,2962,On-Time
4388,2024-05-09,2024-05-11,2,19,24000,On-Time
3810,2024-05-09,2024-05-11,2,23,17683.61,On-Time
107,2024-05-09,2024-05-11,2,23,24000,On-Time
363,2024-05-09,2024-05-12,6,2,5792,On-Time
108,2024-05-09,2024-05-13,1,4,4766,On-Time
2760,2024-05-09,2024-05-13,1,28,300,On-Time
2761,2024-05-09,2024-05-13,1,28,1095,On-Time
2762,2024-05-09,2024-05-13,1,29,1800,On-Time
762,2024-05-09,2024-05-13,3,9,1420,On-Time
1758,2024-05-09,2024-05-13,3,11,4480,On-Time
2238,2024-05-09,2024-05-13,3,16,14000,On-Time
764,2024-05-09,2024-05-13,3,24,2750,On-Time
4817,2024-05-09,2024-05-13,3,30,3360,On-Time
3809,2024-05-09,2024-05-13,10,9,736,On-Time
763,2024-05-09,2024-05-14,3,1,2150,On-Time
1988,2024-05-09,2024-05-15,14,20,57,On-Time
4816,2024-05-09,2024-05-16,5,28,138,Delayed
1989,2024-05-09,2024-05-17,5,27,47,Delayed
4389,2024-05-10,2024-05-13,2,8,24000,On-Time
1759,2024-05-10,2024-05-13,3,15,3200,On-Time
1005,2024-05-10,2024-05-13,3,22,1070,On-Time
2765,2024-05-10,2024-05-14,1,8,1190,On-Time
2763,2024-05-10,2024-05-14,1,16,1600,On-Time
2764,2024-05-10,2024-05-14,1,19,800,On-Time
1004,2024-05-10,2024-05-14,14,8,380,On-Time
1003,2024-05-10,2024-05-14,14,10,300,On-Time
2766,2024-05-13,,4,17,63,Failed
3812,2024-05-13,2024-05-15,2,8,3972.271,On-Time
765,2024-05-13,2024-05-15,2,27,1660,On-Time
4818,2024-05-13,2024-05-16,3,2,807,On-Time
1760,2024-05-13,2024-05-16,3,3,3050,On-Time
1007,2024-05-13,2024-05-16,3,4,2600,On-Time
1762,2024-05-13,2024-05-16,3,21,4800,On-Time
1006,2024-05-13,2024-05-16,3,27,570,On-Time
1008,2024-05-13,2024-05-16,5,3,90,On-Time
1761,2024-05-13,2024-05-18,3,11,4400,Delayed
3811,2024-05-13,2024-05-18,25,8,14.53,On-Time
2767,2024-05-13,2024-05-19,1,21,336,On-Time
2769,2024-05-14,2024-05-18,1,21,4400,On-Time
2768,2024-05-14,2024-05-18,1,28,397,On-Time
110,2024-05-14,2024-05-18,4,26,5199.6,On-Time
109,2024-05-14,2024-05-18,4,29,3511.68,On-Time
1011,2024-05-14,2024-05-18,14,6,2700,On-Time
1010,2024-05-14,2024-05-19,3,18,2840,On-Time
111,2024-05-14,2024-05-19,4,15,2939,On-Time
4819,2024-05-14,2024-05-19,5,22,593,On-Time
3813,2024-05-14,2024-05-19,5,24,150,On-Time
4820,2024-05-14,2024-05-19,5,27,38.97,On-Time
2239,2024-05-14,2024-05-20,25,2,1032,On-Time
1009,2024-05-14,2024-05-21,14,11,300,Delayed
3814,2024-05-14,2024-05-21,22,17,260.02,On-Time
3815,2024-05-15,2024-05-18,3,10,32.21,On-Time
4822,2024-05-15,2024-05-18,5,11,804,On-Time
115,2024-05-15,2024-05-19,11,20,230,On-Time
114,2024-05-15,2024-05-20,4,12,7111.913,On-Time
113,2024-05-15,2024-05-20,4,19,2767.64,On-Time
1016,2024-05-15,2024-05-20,14,1,750,On-Time
1763,2024-05-15,2024-05-20,14,5,116,On-Time
1017,2024-05-15,2024-05-20,14,7,380,On-Time
1764,2024-05-15,2024-05-20,14,8,230,On-Time
1766,2024-05-15,2024-05-20,14,16,345,On-Time
1767,2024-05-15,2024-05-20,14,16,980,On-Time
1765,2024-05-15,2024-05-20,14,25,300,On-Time
1013,2024-05-15,2024-05-20,14,26,290,On-Time
1015,2024-05-15,2024-05-20,14,29,1160,On-Time
1014,2024-05-15,2024-05-20,14,29,4200,On-Time
1012,2024-05-15,2024-05-20,17,23,1260,On-Time
3816,2024-05-15,2024-05-20,20,6,2395.14,On-Time
4821,2024-05-15,2024-05-21,3,19,2010,Delayed
112,2024-05-15,2024-05-22,1,13,4391.719,Delayed
2770,2024-05-16,,4,5,682,Failed
2771,2024-05-16,,4,16,4800,Failed
2772,2024-05-16,,4,29,774,Failed
1990,2024-05-16,,14,3,60,Failed
1991,2024-05-16,,22,5,80,Failed
1992,2024-05-16,,22,26,230,Failed
3823,2024-05-16,2024-05-18,2,11,7794.29,On-Time
3822,2024-05-16,2024-05-18,2,18,332.55,On-Time
3818,2024-05-16,2024-05-18,2,19,33.99,On-Time
3825,2024-05-16,2024-05-18,2,19,420.94,On-Time
3826,2024-05-16,2024-05-18,2,23,24000,On-Time
767,2024-05-16,2024-05-18,2,26,2800,On-Time
766,2024-05-16,2024-05-18,2,28,2350,On-Time
3817,2024-05-16,2024-05-18,2,29,419.63,On-Time
3820,2024-05-16,2024-05-19,2,26,212.56,On-Time
1768,2024-05-16,2024-05-19,6,1,250,On-Time
2776,2024-05-16,2024-05-20,1,1,1600,On-Time
2777,2024-05-16,2024-05-20,1,3,300,On-Time
116,2024-05-16,2024-05-20,1,5,7410.763,On-Time
2775,2024-05-16,2024-05-20,1,21,1220,On-Time
117,2024-05-16,2024-05-20,1,22,3142.8,On-Time
2774,2024-05-16,2024-05-20,1,24,1200,On-Time
2773,2024-05-16,2024-05-20,1,28,750,On-Time
3824,2024-05-16,2024-05-20,2,26,24000,On-Time
2243,2024-05-16,2024-05-20,3,14,3169,On-Time
769,2024-05-16,2024-05-20,3,17,2190,On-Time
2240,2024-05-16,2024-05-21,3,14,1600,On-Time
3821,2024-05-16,2024-05-22,2,12,313.25,Delayed
2241,2024-05-16,2024-05-22,3,17,2070.6,Delayed
2242,2024-05-16,2024-05-23,3,9,1157,Delayed
3819,2024-05-16,2024-05-23,22,11,168.46,On-Time
768,2024-05-16,2024-05-24,3,16,2800,Delayed
2244,2024-05-17,,3,2,24000,Failed
1019,2024-05-17,2024-05-20,3,4,1960,On-Time
1021,2024-05-17,2024-05-20,3,12,5240,On-Time
1020,2024-05-17,2024-05-20,3,19,780,On-Time
1018,2024-05-17,2024-05-20,3,21,980,On-Time
2779,2024-05-17,2024-05-21,1,11,205.48,On-Time
2780,2024-05-17,2024-05-21,1,20,870.84,On-Time
2778,2024-05-17,2024-05-21,1,21,3390.35,On-Time
4823,2024-05-17,2024-05-21,17,27,24000,On-Time
1769,2024-05-17,2024-05-22,14,22,345,On-Time
3827,2024-05-17,2024-05-26,22,26,39,On-Time
2781,2024-05-20,,4,22,750,Failed
3828,2024-05-20,2024-05-21,6,2,14034.89,On-Time
1025,2024-05-20,2024-05-23,3,25,1320,On-Time
1022,2024-05-20,2024-05-23,3,29,1670,On-Time
4828,2024-05-20,2024-05-23,5,7,920,On-Time
4825,2024-05-20,2024-05-23,5,10,13,On-Time
4827,2024-05-20,2024-05-23,5,14,613,On-Time
4829,2024-05-20,2024-05-23,5,19,313,On-Time
4824,2024-05-20,2024-05-23,5,21,644,On-Time
4826,2024-05-20,2024-05-23,5,25,1206,On-Time
1024,2024-05-20,2024-05-24,3,26,510,Delayed
2782,2024-05-20,2024-05-26,1,14,450,On-Time
4830,2024-05-20,2024-05-26,5,7,518,Delayed
1023,2024-05-20,2024-05-26,14,3,580,On-Time
1770,2024-05-20,2024-05-26,14,5,870,On-Time
1026,2024-05-20,2024-05-26,14,22,2610,On-Time
1027,2024-05-20,2024-05-26,14,24,300,On-Time
1028,2024-05-20,2024-05-26,17,14,2780,On-Time
2784,2024-05-21,2024-05-25,1,13,1475.28,On-Time
2783,2024-05-21,2024-05-25,1,23,1200,On-Time
2785,2024-05-21,2024-05-26,1,24,2139.98,On-Time
3829,2024-05-21,2024-05-26,3,26,6498.52,On-Time
3830,2024-05-21,2024-05-26,9,7,1600,On-Time
2245,2024-05-22,,2,9,881,Failed
4831,2024-05-22,,5,16,646,Failed
2246,2024-05-22,2024-05-25,3,17,5000,On-Time
3831,2024-05-22,2024-05-25,5,19,36.28,On-Time
4832,2024-05-22,2024-05-25,5,21,398,On-Time
2787,2024-05-22,2024-05-27,1,10,1050,On-Time
119,2024-05-22,2024-05-27,1,14,1204.134,On-Time
2786,2024-05-22,2024-05-27,1,17,685.72,On-Time
120,2024-05-22,2024-05-27,1,28,8974.83,On-Time
2248,2024-05-22,2024-05-27,3,8,3340,On-Time
122,2024-05-22,2024-05-27,4,1,2437.3,On-Time
121,2024-05-22,2024-05-27,4,2,4450.072,On-Time
118,2024-05-22,2024-05-27,4,14,3394.52,On-Time
123,2024-05-22,2024-05-27,4,21,2472.35,On-Time
536,2024-05-22,2024-05-27,14,4,100,On-Time
1030,2024-05-22,2024-05-27,17,10,2520,On-Time
534,2024-05-22,2024-05-27,25,1,390,On-Time
2247,2024-05-22,2024-05-29,3,7,1880,Delayed
1029,2024-05-22,2024-05-29,14,17,300,Delayed
535,2024-05-22,2024-05-29,18,15,115,On-Time
2788,2024-05-23,,4,22,1420,Failed
3839,2024-05-23,2024-05-25,2,1,24000,On-Time
3836,2024-05-23,2024-05-25,2,3,24000,On-Time
3838,2024-05-23,2024-05-25,2,6,24000,On-Time
3841,2024-05-23,2024-05-25,2,8,154.74,On-Time
3832,2024-05-23,2024-05-25,2,23,2497.38,On-Time
364,2024-05-23,2024-05-25,2,24,1898,On-Time
3843,2024-05-23,2024-05-25,2,27,13638.42,On-Time
1031,2024-05-23,2024-05-27,3,2,1260,On-Time
771,2024-05-23,2024-05-27,3,8,1530,On-Time
1032,2024-05-23,2024-05-27,3,10,3750,On-Time
3835,2024-05-23,2024-05-27,3,14,180,On-Time
773,2024-05-23,2024-05-27,3,23,3710,On-Time
770,2024-05-23,2024-05-27,3,24,1150,On-Time
4835,2024-05-23,2024-05-27,3,24,1890,On-Time
1993,2024-05-23,2024-05-27,5,4,70,On-Time
4834,2024-05-23,2024-05-27,5,18,828,On-Time
4836,2024-05-23,2024-05-27,5,25,777,On-Time
4833,2024-05-23,2024-05-27,5,28,524,On-Time
1036,2024-05-23,2024-05-27,14,3,300,On-Time
1771,2024-05-23,2024-05-27,14,6,750,On-Time
1037,2024-05-23,2024-05-27,14,20,300,On-Time
3842,2024-05-23,2024-05-28,2,1,7863.65,Delayed
3834,2024-05-23,2024-05-28,2,14,24000,Delayed
3840,2024-05-23,2024-05-28,25,2,880.27,On-Time
3837,2024-05-23,2024-05-28,25,21,60,On-Time
772,2024-05-23,2024-05-29,3,1,2470,Delayed
1994,2024-05-23,2024-05-29,5,7,125,Delayed
1035,2024-05-23,2024-05-30,14,1,720,Delayed
1034,2024-05-23,2024-05-30,14,12,630,Delayed
3833,2024-05-23,2024-05-30,22,10,61.36,On-Time
1995,2024-05-23,2024-06-02,22,21,95,On-Time
537,2024-05-23,2024-06-02,22,22,2505,On-Time
2789,2024-05-24,,4,13,4800,Failed
365,2024-05-24,2024-05-25,6,14,1898,On-Time
4837,2024-05-24,2024-05-27,5,16,1344,On-Time
1038,2024-05-24,2024-05-27,5,16,1640,On-Time
2794,2024-05-24,2024-05-28,1,2,2294,On-Time
2793,2024-05-24,2024-05-28,1,3,307,On-Time
2791,2024-05-24,2024-05-28,1,15,1007,On-Time
1039,2024-05-24,2024-05-28,14,8,300,On-Time
2790,2024-05-24,2024-05-29,1,15,365,On-Time
2792,2024-05-24,2024-05-31,1,24,2516,Delayed
3844,2024-05-24,2024-05-31,2,10,24000,Delayed
1040,2024-05-27,2024-05-30,3,15,2100,On-Time
2796,2024-05-27,2024-06-02,1,7,450,On-Time
2795,2024-05-27,2024-06-02,1,11,1500,On-Time
3846,2024-05-27,2024-06-02,12,30,1298.08,On-Time
1043,2024-05-27,2024-06-02,14,4,580,On-Time
1044,2024-05-27,2024-06-02,14,14,590,On-Time
1041,2024-05-27,2024-06-02,14,29,290,On-Time
1042,2024-05-27,2024-06-02,14,29,580,On-Time
124,2024-05-27,2024-06-05,12,6,7780,Delayed
3845,2024-05-27,2024-06-05,25,24,190,Delayed
2249,2024-05-28,2024-05-30,2,10,520,On-Time
778,2024-05-28,2024-05-30,2,12,1060,On-Time
366,2024-05-28,2024-05-30,2,18,1899,On-Time
776,2024-05-28,2024-05-30,2,21,1120,On-Time
130,2024-05-28,2024-06-01,1,14,2712,On-Time
127,2024-05-28,2024-06-01,1,20,6182,On-Time
538,2024-05-28,2024-06-01,1,22,5757,On-Time
1046,2024-05-28,2024-06-01,1,25,1300,On-Time
1772,2024-05-28,2024-06-01,1,28,331.2,On-Time
126,2024-05-28,2024-06-01,1,29,2700,On-Time
128,2024-05-28,2024-06-01,4,6,5648.8,On-Time
125,2024-05-28,2024-06-01,4,19,2510.56,On-Time
129,2024-05-28,2024-06-01,4,26,5484.782,On-Time
539,2024-05-28,2024-06-01,14,16,902,On-Time
1047,2024-05-28,2024-06-01,17,10,3135,On-Time
368,2024-05-28,2024-06-02,2,10,5694,Delayed
775,2024-05-28,2024-06-02,2,27,1550,Delayed
647,2024-05-28,2024-06-02,3,2,4999,On-Time
2250,2024-05-28,2024-06-02,3,6,6500,On-Time
774,2024-05-28,2024-06-02,3,14,2860,On-Time
1045,2024-05-28,2024-06-02,3,19,3600,On-Time
367,2024-05-28,2024-06-02,3,22,3796,On-Time
777,2024-05-28,2024-06-02,3,25,1070,On-Time
4840,2024-05-28,2024-06-02,5,18,620,On-Time
4841,2024-05-28,2024-06-02,5,20,144,On-Time
